run,method,iterations,runtime,tp,fn,fp,tn,accuracy,precision,recall,specificity,f1
run_07,DAPSO-10,40,70.0,23,3,12,76,0.868421052631579,0.6571428571428571,0.8846153846153846,0.8636363636363636,0.7540983606557377
run_07,DAPSO-10,50,83.0,23,3,12,76,0.868421052631579,0.6571428571428571,0.8846153846153846,0.8636363636363636,0.7540983606557377
run_07,DAPSO-10,60,102.0,23,3,12,76,0.868421052631579,0.6571428571428571,0.8846153846153846,0.8636363636363636,0.7540983606557377
run_07,DAPSO-10,70,103.0,23,3,12,76,0.868421052631579,0.6571428571428571,0.8846153846153846,0.8636363636363636,0.7540983606557377
run_07,DAPSO-10,80,117.0,23,3,12,76,0.868421052631579,0.6571428571428571,0.8846153846153846,0.8636363636363636,0.7540983606557377
run_07,DAPSO-10,90,130.0,23,3,12,76,0.868421052631579,0.6571428571428571,0.8846153846153846,0.8636363636363636,0.7540983606557377
run_07,DAPSO-10,100,151.0,23,3,12,76,0.868421052631579,0.6571428571428571,0.8846153846153846,0.8636363636363636,0.7540983606557377
run_08,PSO,10,37.0,14,12,7,81,0.8333333333333334,0.6666666666666666,0.5384615384615384,0.9204545454545454,0.5957446808510638
run_08,PSO,20,73.0,14,12,7,81,0.8333333333333334,0.6666666666666666,0.5384615384615384,0.9204545454545454,0.5957446808510638
run_08,PSO,30,110.0,14,12,7,81,0.8333333333333334,0.6666666666666666,0.5384615384615384,0.9204545454545454,0.5957446808510638
run_08,PSO,40,146.0,14,12,7,81,0.8333333333333334,0.6666666666666666,0.5384615384615384,0.9204545454545454,0.5957446808510638
run_08,PSO,50,187.0,14,12,7,81,0.8333333333333334,0.6666666666666666,0.5384615384615384,0.9204545454545454,0.5957446808510638
run_08,PSO,60,240.0,14,12,7,81,0.8333333333333334,0.6666666666666666,0.5384615384615384,0.9204545454545454,0.5957446808510638
run_08,PSO,70,253.0,14,12,7,81,0.8333333333333334,0.6666666666666666,0.5384615384615384,0.9204545454545454,0.5957446808510638
run_08,PSO,80,293.0,14,12,7,81,0.8333333333333334,0.6666666666666666,0.5384615384615384,0.9204545454545454,0.5957446808510638
run_08,PSO,90,328.0,14,12,7,81,0.8333333333333334,0.6666666666666666,0.5384615384615384,0.9204545454545454,0.5957446808510638
run_08,PSO,100,365.0,14,12,7,81,0.8333333333333334,0.6666666666666666,0.5384615384615384,0.9204545454545454,0.5957446808510638
run_08,DAPSO-4,10,22.0,21,5,8,80,0.8859649122807017,0.7241379310344828,0.8076923076923077,0.9090909090909091,0.7636363636363636
run_08,DAPSO-4,20,39.0,21,5,9,79,0.8771929824561403,0.7,0.8076923076923077,0.8977272727272727,0.75
run_08,DAPSO-4,30,55.0,22,4,13,75,0.8508771929824561,0.6285714285714286,0.8461538461538461,0.8522727272727273,0.721311475409836
run_08,DAPSO-4,40,74.0,23,3,13,75,0.8596491228070176,0.6388888888888888,0.8846153846153846,0.8522727272727273,0.7419354838709676
run_08,DAPSO-4,50,109.0,23,3,13,75,0.8596491228070176,0.6388888888888888,0.8846153846153846,0.8522727272727273,0.7419354838709676
run_08,DAPSO-4,60,113.0,23,3,13,75,0.8596491228070176,0.6388888888888888,0.8846153846153846,0.8522727272727273,0.7419354838709676
run_08,DAPSO-4,70,128.0,23,3,13,75,0.8596491228070176,0.6388888888888888,0.8846153846153846,0.8522727272727273,0.7419354838709676
run_08,DAPSO-4,80,145.0,23,3,13,75,0.8596491228070176,0.6388888888888888,0.8846153846153846,0.8522727272727273,0.7419354838709676
run_08,DAPSO-4,90,164.0,23,3,13,75,0.8596491228070176,0.6388888888888888,0.8846153846153846,0.8522727272727273,0.7419354838709676
run_08,DAPSO-4,100,184.0,23,3,13,75,0.8596491228070176,0.6388888888888888,0.8846153846153846,0.8522727272727273,0.7419354838709676
run_08,DAPSO-10,10,15.0,21,5,8,80,0.8859649122807017,0.7241379310344828,0.8076923076923077,0.9090909090909091,0.7636363636363636
run_08,DAPSO-10,20,29.0,21,5,9,79,0.8771929824561403,0.7,0.8076923076923077,0.8977272727272727,0.75
run_08,DAPSO-10,30,40.0,22,4,13,75,0.8508771929824561,0.6285714285714286,0.8461538461538461,0.8522727272727273,0.721311475409836
run_08,DAPSO-10,40,65.0,23,3,13,75,0.8596491228070176,0.6388888888888888,0.8846153846153846,0.8522727272727273,0.7419354838709676
run_08,DAPSO-10,50,84.0,23,3,13,75,0.8596491228070176,0.6388888888888888,0.8846153846153846,0.8522727272727273,0.7419354838709676
run_08,DAPSO-10,60,86.0,23,3,13,75,0.8596491228070176,0.6388888888888888,0.8846153846153846,0.8522727272727273,0.7419354838709676
run_08,DAPSO-10,70,100.0,23,3,13,75,0.8596491228070176,0.6388888888888888,0.8846153846153846,0.8522727272727273,0.7419354838709676
run_08,DAPSO-10,80,113.0,23,3,13,75,0.8596491228070176,0.6388888888888888,0.8846153846153846,0.8522727272727273,0.7419354838709676
run_08,DAPSO-10,90,128.0,23,3,13,75,0.8596491228070176,0.6388888888888888,0.8846153846153846,0.8522727272727273,0.7419354838709676
run_08,DAPSO-10,100,144.0,23,3,13,75,0.8596491228070176,0.6388888888888888,0.8846153846153846,0.8522727272727273,0.7419354838709676
run_09,PSO,10,34.0,20,6,3,85,0.9210526315789473,0.8695652173913043,0.7692307692307693,0.9659090909090909,0.8163265306122449
run_09,PSO,20,71.0,20,6,3,85,0.9210526315789473,0.8695652173913043,0.7692307692307693,0.9659090909090909,0.8163265306122449
run_09,PSO,30,112.0,20,6,3,85,0.9210526315789473,0.8695652173913043,0.7692307692307693,0.9659090909090909,0.8163265306122449
run_09,PSO,40,157.0,20,6,3,85,0.9210526315789473,0.8695652173913043,0.7692307692307693,0.9659090909090909,0.8163265306122449
run_09,PSO,50,198.0,20,6,3,85,0.9210526315789473,0.8695652173913043,0.7692307692307693,0.9659090909090909,0.8163265306122449
run_09,PSO,60,279.0,20,6,3,85,0.9210526315789473,0.8695652173913043,0.7692307692307693,0.9659090909090909,0.8163265306122449
run_09,PSO,70,258.0,20,6,3,85,0.9210526315789473,0.8695652173913043,0.7692307692307693,0.9659090909090909,0.8163265306122449
run_09,PSO,80,321.0,20,6,3,85,0.9210526315789473,0.8695652173913043,0.7692307692307693,0.9659090909090909,0.8163265306122449
run_09,PSO,90,354.0,20,6,3,85,0.9210526315789473,0.8695652173913043,0.7692307692307693,0.9659090909090909,0.8163265306122449
run_09,PSO,100,391.0,20,6,3,85,0.9210526315789473,0.8695652173913043,0.7692307692307693,0.9659090909090909,0.8163265306122449
run_09,DAPSO-4,10,21.0,22,4,9,79,0.8859649122807017,0.7096774193548387,0.8461538461538461,0.8977272727272727,0.7719298245614036
run_09,DAPSO-4,20,33.0,22,4,9,79,0.8859649122807017,0.7096774193548387,0.8461538461538461,0.8977272727272727,0.7719298245614036
run_09,DAPSO-4,30,55.0,21,5,7,81,0.8947368421052632,0.75,0.8076923076923077,0.9204545454545454,0.7777777777777779
run_09,DAPSO-4,40,86.0,21,5,8,80,0.8859649122807017,0.7241379310344828,0.8076923076923077,0.9090909090909091,0.7636363636363636
run_09,DAPSO-4,50,102.0,21,5,8,80,0.8859649122807017,0.7241379310344828,0.8076923076923077,0.9090909090909091,0.7636363636363636
run_09,DAPSO-4,60,138.0,23,3,17,71,0.8245614035087719,0.575,0.8846153846153846,0.8068181818181818,0.696969696969697
run_09,DAPSO-4,70,136.0,23,3,17,71,0.8245614035087719,0.575,0.8846153846153846,0.8068181818181818,0.696969696969697
run_09,DAPSO-4,80,156.0,23,3,17,71,0.8245614035087719,0.575,0.8846153846153846,0.8068181818181818,0.696969696969697
run_09,DAPSO-4,90,172.0,23,3,17,71,0.8245614035087719,0.575,0.8846153846153846,0.8068181818181818,0.696969696969697
run_09,DAPSO-4,100,193.0,23,3,17,71,0.8245614035087719,0.575,0.8846153846153846,0.8068181818181818,0.696969696969697
run_09,DAPSO-10,10,13.0,22,4,9,79,0.8859649122807017,0.7096774193548387,0.8461538461538461,0.8977272727272727,0.7719298245614036
run_09,DAPSO-10,20,25.0,22,4,9,79,0.8859649122807017,0.7096774193548387,0.8461538461538461,0.8977272727272727,0.7719298245614036
run_09,DAPSO-10,30,45.0,21,5,7,81,0.8947368421052632,0.75,0.8076923076923077,0.9204545454545454,0.7777777777777779
run_09,DAPSO-10,40,69.0,21,5,8,80,0.8859649122807017,0.7241379310344828,0.8076923076923077,0.9090909090909091,0.7636363636363636
run_09,DAPSO-10,50,85.0,21,5,8,80,0.8859649122807017,0.7241379310344828,0.8076923076923077,0.9090909090909091,0.7636363636363636
run_09,DAPSO-10,60,90.0,23,3,17,71,0.8245614035087719,0.575,0.8846153846153846,0.8068181818181818,0.696969696969697
run_09,DAPSO-10,70,101.0,23,3,17,71,0.8245614035087719,0.575,0.8846153846153846,0.8068181818181818,0.696969696969697
run_09,DAPSO-10,80,116.0,23,3,17,71,0.8245614035087719,0.575,0.8846153846153846,0.8068181818181818,0.696969696969697
run_09,DAPSO-10,90,134.0,23,3,17,71,0.8245614035087719,0.575,0.8846153846153846,0.8068181818181818,0.696969696969697
run_09,DAPSO-10,100,147.0,23,3,17,71,0.8245614035087719,0.575,0.8846153846153846,0.8068181818181818,0.696969696969697
run_10,PSO,10,34.0,18,8,3,85,0.9035087719298246,0.8571428571428571,0.6923076923076923,0.9659090909090909,0.7659574468085107
run_10,PSO,20,71.0,18,8,3,85,0.9035087719298246,0.8571428571428571,0.6923076923076923,0.9659090909090909,0.7659574468085107
run_10,PSO,30,103.0,18,8,3,85,0.9035087719298246,0.8571428571428571,0.6923076923076923,0.9659090909090909,0.7659574468085107
run_10,PSO,40,137.0,18,8,3,85,0.9035087719298246,0.8571428571428571,0.6923076923076923,0.9659090909090909,0.7659574468085107
run_10,PSO,50,171.0,18,8,3,85,0.9035087719298246,0.8571428571428571,0.6923076923076923,0.9659090909090909,0.7659574468085107
run_10,PSO,60,231.0,18,8,3,85,0.9035087719298246,0.8571428571428571,0.6923076923076923,0.9659090909090909,0.7659574468085107
run_10,PSO,70,270.0,18,8,3,85,0.9035087719298246,0.8571428571428571,0.6923076923076923,0.9659090909090909,0.7659574468085107
run_10,PSO,80,308.0,18,8,3,85,0.9035087719298246,0.8571428571428571,0.6923076923076923,0.9659090909090909,0.7659574468085107
run_10,PSO,90,350.0,18,8,3,85,0.9035087719298246,0.8571428571428571,0.6923076923076923,0.9659090909090909,0.7659574468085107
run_10,PSO,100,388.0,18,8,3,85,0.9035087719298246,0.8571428571428571,0.6923076923076923,0.9659090909090909,0.7659574468085107
run_10,DAPSO-4,10,21.0,22,4,11,77,0.868421052631579,0.6666666666666666,0.8461538461538461,0.875,0.7457627118644068
run_10,DAPSO-4,20,32.0,20,6,9,79,0.868421052631579,0.6896551724137931,0.7692307692307693,0.8977272727272727,0.7272727272727274
run_10,DAPSO-4,30,47.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
run_10,DAPSO-4,40,62.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
run_10,DAPSO-4,50,88.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
run_10,DAPSO-4,60,112.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
run_10,DAPSO-4,70,131.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
run_10,DAPSO-4,80,152.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
run_10,DAPSO-4,90,172.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
run_10,DAPSO-4,100,193.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
run_10,DAPSO-10,10,13.0,22,4,11,77,0.868421052631579,0.6666666666666666,0.8461538461538461,0.875,0.7457627118644068
run_10,DAPSO-10,20,25.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
run_10,DAPSO-10,30,36.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
run_10,DAPSO-10,40,56.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
run_10,DAPSO-10,50,69.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
run_10,DAPSO-10,60,84.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
run_10,DAPSO-10,70,98.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
run_10,DAPSO-10,80,114.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
run_10,DAPSO-10,90,130.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
run_10,DAPSO-10,100,144.0,22,4,10,78,0.8771929824561403,0.6875,0.8461538461538461,0.8863636363636364,0.7586206896551724
